order_id,order_code,order_date,order_status,order_description,buyer_id,buyer_name,buyer_phone,buyer_address,buyer_email,buyer_discount_%,employee_id,employee_fio,employee_phone,employee_experience,employee_hire_date,position_name,position_salary_min,position_salary_max,item_id,product_id,product_name,product_price,product_stock,product_min_stock,quantity_ordered,price_at_order,line_total,category_name,category_description,supplier_name,supplier_address,supplier_phone,supplier_email,supplier_rating
31,ORD202424342,2024-01-16 05:30:00,Отменён,Одежда и обувь,805,Смирнова Мария Ивановна,+79202473390,'Ростов-на-Дону,ул. Советская,д. 9,324,Соколова Ольга Павловна,+79756089714,3 года,2013-05-24,Грузчик,25000.00,35000.00,70,767,Товар Часы Gorenje модель,6846.27,156,10,8,44575.66,356605.28,Часы,'Наручные,,,,,
31,ORD202424342,2024-01-16 05:30:00,Отменён,Одежда и обувь,805,Смирнова Мария Ивановна,+79202473390,'Ростов-на-Дону,ул. Советская,д. 9,324,Соколова Ольга Павловна,+79756089714,3 года,2013-05-24,Грузчик,25000.00,35000.00,71,535,Столовый набор Acer,4384.64,11,20,11,65315.20,718467.2,Садовый инвентарь,Товары для сада и огорода,"ЗАО ""Партнер Групп""",'Пермь,ул. Комсомольский проспект,д. 45',+73422234567
32,ORD202461854,2025-06-17 21:33:00,Отправлен,Велотовары,781,"ООО ""СтройГрупп86""",+79661121835,'Челябинск,ул. Школьная,д. 134,446,Виноградова Ольга Сергеевна,+79949472177,10 лет,2006-08-18,Директор склада,60000.00,100000.00,72,848,Свитч Xiaomi,11420.21,153,10,3,50111.44,150334.32,Бытовая техника,Техника для дома и кухни,,,,,
32,ORD202461854,2025-06-17 21:33:00,Отправлен,Велотовары,781,"ООО ""СтройГрупп86""",+79661121835,'Челябинск,ул. Школьная,д. 134,446,Виноградова Ольга Сергеевна,+79949472177,10 лет,2006-08-18,Директор склада,60000.00,100000.00,73,665,Розетка двойная Wilson,797.22,186,10,6,2463.14,14778.84,Аудиотехника,'Наушники,ИП Петров С.Н.,'Омск,ул. Маркса,д. 21',+73812890123
32,ORD202461854,2025-06-17 21:33:00,Отправлен,Велотовары,781,"ООО ""СтройГрупп86""",+79661121835,'Челябинск,ул. Школьная,д. 134,446,Виноградова Ольга Сергеевна,+79949472177,10 лет,2006-08-18,Директор склада,60000.00,100000.00,74,187,Шлем велосипедный WD,2923.01,55,5,19,11125.46,211383.74,Напольные покрытия,'Ламинат,"ЗАО ""Партнер Групп""",'Пермь,ул. Комсомольский проспект,д. 45',+73422234567
33,ORD202552938,2024-08-18 13:41:00,Подтвержден,Спортивное питание,740,Зайцева Галина Владимировна,+79021540377,'Нижний Новгород,пр. Победы,д. 40,567,Волкова Ирина Дмитриевна,+79556726730,9 лет,2006-05-23,,,,75,779,МФУ Logitech,13774.15,41,15,12,81604.27,979251.24,Климатическая техника,'Кондиционеры,"ЗАО ""Партнер Групп""",'Пермь,ул. Комсомольский проспект,д. 45',+73422234567
33,ORD202552938,2024-08-18 13:41:00,Подтвержден,Спортивное питание,740,Зайцева Галина Владимировна,+79021540377,'Нижний Новгород,пр. Победы,д. 40,567,Волкова Ирина Дмитриевна,+79556726730,9 лет,2006-05-23,,,,76,437,Лоток для кошки Bosch,791.49,37,20,3,37847.29,113541.87,Посуда и кухня,'Кастрюли,"ООО ""НовыйПоставщик""",'Москва,ул. Новая,д. 1',+79991234567
33,ORD202552938,2024-08-18 13:41:00,Подтвержден,Спортивное питание,740,Зайцева Галина Владимировна,+79021540377,'Нижний Новгород,пр. Победы,д. 40,567,Волкова Ирина Дмитриевна,+79556726730,9 лет,2006-05-23,,,,77,447,Кондиционер Samsung 9000BTU,39875.35,57,10,12,4165.77,49989.24,Игрушки,Детские игрушки и развлечения,,,,,
33,ORD202552938,2024-08-18 13:41:00,Подтвержден,Спортивное питание,740,Зайцева Галина Владимировна,+79021540377,'Нижний Новгород,пр. Победы,д. 40,567,Волкова Ирина Дмитриевна,+79556726730,9 лет,2006-05-23,,,,78,829,Набор приманок Sony,1913.30,140,10,19,2587.64,49165.16,Лакокрасочные материалы,'Краски,"ЗАО ""Партнер Групп""",'Пермь,ул. Комсомольский проспект,д. 45',+73422234567
34,ORD202568275,2025-09-13 04:00:00,Отправлен,Продукты питания,546,Зайцева Татьяна Дмитриевна,+79271764815,'Уфа,пр. Победы,д. 86,713,Зайцева Татьяна Александровна,+79966068198,4 года,2007-06-05,Администратор,30000.00,50000.00,79,675,Краска интерьерная Puma 10л,3311.06,56,30,19,29520.42,560887.98,Комплектующие ПК,'Процессоры,,,,,
34,ORD202568275,2025-09-13 04:00:00,Отправлен,Продукты питания,546,Зайцева Татьяна Дмитриевна,+79271764815,'Уфа,пр. Победы,д. 86,713,Зайцева Татьяна Александровна,+79966068198,4 года,2007-06-05,Администратор,30000.00,50000.00,80,749,Пылесос робот MSI,34314.36,190,20,16,44755.88,716094.08,Инструменты,Ручные и электроинструменты,"ООО ""БизнесЛайн""",'Волгоград,пр. Ленина,д. 66',+78442123456
34,ORD202568275,2025-09-13 04:00:00,Отправлен,Продукты питания,546,Зайцева Татьяна Дмитриевна,+79271764815,'Уфа,пр. Победы,д. 86,713,Зайцева Татьяна Александровна,+79966068198,4 года,2007-06-05,Администратор,30000.00,50000.00,81,491,Полотенце Puma 70x140,1122.61,24,10,1,49474.24,49474.24,Компьютерная периферия,'Клавиатуры,,,,,
34,ORD202568275,2025-09-13 04:00:00,Отправлен,Продукты питания,546,Зайцева Татьяна Дмитриевна,+79271764815,'Уфа,пр. Победы,д. 86,713,Зайцева Татьяна Александровна,+79966068198,4 года,2007-06-05,Администратор,30000.00,50000.00,82,202,Роутер Wi-Fi Logitech,6084.20,15,10,9,40202.45,361822.05,Бытовая техника,Техника для дома и кухни,,,,,
35,ORD202594136,2025-06-28 11:04:00,Подтвержден,Туризм и отдых,650,Новиков Роман Павлович,+79127164902,'Ростов-на-Дону,ул. Гагарина,д. 126,315,Волков Михаил Михайлович,+79089262035,12 лет,2003-08-22,Менеджер по складу,38000.00,65000.00,83,181,Коляска детская Reebok,22783.56,65,15,9,13010.57,117095.13,Медицинские товары,'Термометры,"ООО ""СтройМатериалы+""",'Краснодар,ул. Красная,д. 77',+78612678901
35,ORD202594136,2025-06-28 11:04:00,Подтвержден,Туризм и отдых,650,Новиков Роман Павлович,+79127164902,'Ростов-на-Дону,ул. Гагарина,д. 126,315,Волков Михаил Михайлович,+79089262035,12 лет,2003-08-22,Менеджер по складу,38000.00,65000.00,84,502,Товар Ювелирные изделия Huawei модель,49259.83,66,15,9,13333.19,119998.71,Ювелирные изделия,'Кольца,"ООО ""МегаПоставка""",'Ростов-на-Дону,ул. Большая Садовая,д. 99',+78632901234
36,ORD202546184,2025-08-25 00:42:00,Отправлен,Бытовая техника,771,Зайцев Евгений Михайлович,+79822195114,'Челябинск,ул. Ленина,д. 32,819,Лебедев Виктор Иванович,+79428659445,10 лет,2000-04-16,Грузчик,25000.00,35000.00,85,62,Рюкзак туристический Acer 60л,10164.11,160,30,10,32933.05,329330.5,Электрика,'Розетки,"Компания ""Альфа-Дистрибуция""",'Уфа,ул. Ленина,д. 11',+73472012345
36,ORD202546184,2025-08-25 00:42:00,Отправлен,Бытовая техника,771,Зайцев Евгений Михайлович,+79822195114,'Челябинск,ул. Ленина,д. 32,819,Лебедев Виктор Иванович,+79428659445,10 лет,2000-04-16,Грузчик,25000.00,35000.00,86,209,Настольная игра Gorenje,3724.23,120,10,14,47204.10,660857.4,Офисная техника,'Принтеры,,,,,
36,ORD202546184,2025-08-25 00:42:00,Отправлен,Бытовая техника,771,Зайцев Евгений Михайлович,+79822195114,'Челябинск,ул. Ленина,д. 32,819,Лебедев Виктор Иванович,+79428659445,10 лет,2000-04-16,Грузчик,25000.00,35000.00,87,115,Роутер Wi-Fi Samsung,2643.63,56,30,19,80947.76,1538007.44,Бытовая техника,Техника для дома и кухни,"ООО ""СтройМатериалы+""",'Краснодар,ул. Красная,д. 77',+78612678901
36,ORD202546184,2025-08-25 00:42:00,Отправлен,Бытовая техника,771,Зайцев Евгений Михайлович,+79822195114,'Челябинск,ул. Ленина,д. 32,819,Лебедев Виктор Иванович,+79428659445,10 лет,2000-04-16,Грузчик,25000.00,35000.00,88,323,Фотовспышка Wilson,10551.43,101,10,19,22863.11,434399.09,Мебель,Офисная и домашняя мебель,ИП Иванов А.С.,'Казань,ул. Баумана,д. 44',+78432567890
37,ORD202556478,2024-06-17 08:32:00,В обработке,Спортивное питание,642,Кузнецова Виктория Алексеевна,+79064856420,'Казань,ул. Ленина,д. 121,869,Волков Михаил Владимирович,+79199117570,20 лет,2002-01-17,Водитель-экспедитор,32000.00,48000.00,89,464,Блендер Gorenje,4985.13,38,5,3,50567.85,151703.55,Автотовары,Товары для автомобилей,"Компания ""Альфа-Дистрибуция""",'Уфа,ул. Ленина,д. 11',+73472012345
